"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,5888,"; mm_1024$async_dispatch_0_matmul_1024x1024x1024_bf16xbf16xf32",0,0,0,0,""
2,5888,"s_load_dwordx2 s[2:3], s[0:1], 0x0",0,0,0,0,""
2,5896,"s_load_dwordx4 s[4:7], s[0:1], 0x8",0,0,0,0,""
2,5904,"s_waitcnt lgkmcnt(0)",0,0,0,0,""
2,5908,"s_branch 58",0,0,0,0,""
2,5912,"s_nop 0",0,0,0,0,""
2,5916,"s_nop 0",0,0,0,0,""
2,5920,"s_nop 0",0,0,0,0,""
2,5924,"s_nop 0",0,0,0,0,""
2,5928,"s_nop 0",0,0,0,0,""
2,5932,"s_nop 0",0,0,0,0,""
2,5936,"s_nop 0",0,0,0,0,""
2,5940,"s_nop 0",0,0,0,0,""
2,5944,"s_nop 0",0,0,0,0,""
2,5948,"s_nop 0",0,0,0,0,""
2,5952,"s_nop 0",0,0,0,0,""
2,5956,"s_nop 0",0,0,0,0,""
2,5960,"s_nop 0",0,0,0,0,""
2,5964,"s_nop 0",0,0,0,0,""
2,5968,"s_nop 0",0,0,0,0,""
2,5972,"s_nop 0",0,0,0,0,""
2,5976,"s_nop 0",0,0,0,0,""
2,5980,"s_nop 0",0,0,0,0,""
2,5984,"s_nop 0",0,0,0,0,""
2,5988,"s_nop 0",0,0,0,0,""
2,5992,"s_nop 0",0,0,0,0,""
2,5996,"s_nop 0",0,0,0,0,""
2,6000,"s_nop 0",0,0,0,0,""
2,6004,"s_nop 0",0,0,0,0,""
2,6008,"s_nop 0",0,0,0,0,""
2,6012,"s_nop 0",0,0,0,0,""
2,6016,"s_nop 0",0,0,0,0,""
2,6020,"s_nop 0",0,0,0,0,""
2,6024,"s_nop 0",0,0,0,0,""
2,6028,"s_nop 0",0,0,0,0,""
2,6032,"s_nop 0",0,0,0,0,""
2,6036,"s_nop 0",0,0,0,0,""
2,6040,"s_nop 0",0,0,0,0,""
2,6044,"s_nop 0",0,0,0,0,""
2,6048,"s_nop 0",0,0,0,0,""
2,6052,"s_nop 0",0,0,0,0,""
2,6056,"s_nop 0",0,0,0,0,""
2,6060,"s_nop 0",0,0,0,0,""
2,6064,"s_nop 0",0,0,0,0,""
2,6068,"s_nop 0",0,0,0,0,""
2,6072,"s_nop 0",0,0,0,0,""
2,6076,"s_nop 0",0,0,0,0,""
2,6080,"s_nop 0",0,0,0,0,""
2,6084,"s_nop 0",0,0,0,0,""
2,6088,"s_nop 0",0,0,0,0,""
2,6092,"s_nop 0",0,0,0,0,""
2,6096,"s_nop 0",0,0,0,0,""
2,6100,"s_nop 0",0,0,0,0,""
2,6104,"s_nop 0",0,0,0,0,""
2,6108,"s_nop 0",0,0,0,0,""
2,6112,"s_nop 0",0,0,0,0,""
2,6116,"s_nop 0",0,0,0,0,""
2,6120,"s_nop 0",0,0,0,0,""
2,6124,"s_nop 0",0,0,0,0,""
2,6128,"s_nop 0",0,0,0,0,""
2,6132,"s_nop 0",0,0,0,0,""
2,6136,"s_nop 0",0,0,0,0,""
2,6140,"s_nop 0",0,0,0,0,""
2,6144,"s_mov_b64 s[12:13], s[2:3]",16,72,8,14820,""
2,6148,"s_lshl_b32 s2, s8, 1",16,72,4,0,""
2,6152,"v_lshrrev_b32_e32 v13, 2, v0",16,148,84,0,""
2,6156,"s_and_b32 s9, s2, 0x3e0",16,80,12,0,""
2,6164,"v_lshlrev_b32_e32 v2, 4, v0",16,116,48,0,""
2,6168,"v_or_b32_e32 v1, s9, v13",16,228,164,0,""
2,6172,"v_and_b32_e32 v18, 48, v2",16,72,8,0,""
2,6176,"s_lshl_b32 s2, s8, 6",16,68,4,0,""
2,6180,"s_and_b32 s13, s13, 0xffff",16,68,4,0,""
2,6188,"s_mov_b32 s15, 0x27000",16,64,0,0,""
2,6196,"s_mov_b32 s14, 0x200000",16,64,0,0,""
2,6204,"v_lshl_or_b32 v1, v1, 11, v18",16,100,36,4,""
2,6212,"s_and_b32 s10, s2, 0x3c0",16,64,0,0,""
2,6220,"buffer_load_dwordx4 v[26:29], v1, s[12:15], 0 offen",16,112,44,64,""
